url_path,views_total,views_unique
/KajaBraz/FootballCompetitionsStats,3,3
/KajaBraz/FootballCompetitionsStats/blob/main/js/2024/charts_2024.js,3,1
/KajaBraz/FootballCompetitionsStats/blob/main/js/2024/charts_2024_scorers.js,3,1
/KajaBraz/FootballCompetitionsStats/blob/main/js/2024/players.js,2,1
/KajaBraz/FootballCompetitionsStats/tree/main/js,2,1
/KajaBraz/FootballCompetitionsStats/tree/main/js/2024,2,1
